@relation example
@attribute 1 numeric
@attribute 2 numeric
@attribute class {0,1}
@attribute den {1,2,3,4}
@attribute clus {0,1,2,3,4}

@data
21.602,18.521,0,3,2
21.577,27.303,0,3,2
4.8434,4.2047,0,4,1
6.2652,4.9763,0,4,1
23.135,27.33,0,3,2
19.072,21.991,0,3,2
5.1674,4.7732,0,4,1
4.3523,5.1019,0,4,1
5.9061,4.9172,0,4,1
19.797,24.702,0,3,2
5.1242,5.9377,0,4,1
22.916,21.594,0,3,2
22.88,21.437,0,3,2
21.925,24.848,0,3,2
25.134,22.341,0,3,2
4.6465,5.2486,0,4,1
5.4405,4.8275,0,4,1
20.897,24.578,0,3,2
16.871,21.92,0,3,2
17.037,23.971,0,3,2
5.231,6.4461,0,4,1
4.3155,6.1507,0,4,1
23.988,27.086,0,3,2
4.6035,4.9156,0,4,1
22.822,23.352,0,3,2
19.799,17.953,0,3,2
23.953,24.027,0,3,2
4.5245,4.4507,0,4,1
17.74,19.791,0,3,2
22.721,23.974,0,3,2
20.194,19.173,0,3,2
24.453,25.089,0,3,2
4.3328,4.6299,0,4,1
21.098,22.254,0,3,2
19.671,24.359,0,3,2
5.2117,4.3172,0,4,1
24.149,21.368,0,3,2
4.4964,4.4894,0,4,1
4.1659,4.5472,0,4,1
17.924,26.53,0,3,2
5.3043,5.4288,0,4,1
4.15,4.8579,0,4,1
25.052,21.775,0,3,2
4.9386,3.6404,0,4,1
20.899,26.874,0,3,2
22.17,21.941,0,3,2
21.354,18.05,0,3,2
5.2717,4.7068,0,4,1
18.634,20.488,0,3,2
4.2546,5.1182,0,4,1
21.799,21.279,0,3,2
22.072,26.171,0,3,2
30.586,19.399,0,2,2
23.739,23.639,0,3,2
1,20,1,1,0
5.7326,3.4472,0,4,1
4.665,5.0429,0,4,1
22.967,26.642,0,3,2
5.8454,5.0791,0,4,1
4.2277,3.7223,0,4,1
4.2781,5.5132,0,4,1
17.3,26.108,0,3,2
21.278,20.301,0,3,2
22.087,24.107,0,3,2
22.511,23.954,0,3,2
24.439,19.574,0,3,2
23.29,25.482,0,3,2
4.9537,5.5381,0,4,1
5,25,1,1,0
16.57,20.331,0,3,2
4.0134,5.4838,0,4,1
19.654,18.869,0,3,2
4.4925,5.2772,0,4,1
5.3005,4.7106,0,4,1
25.495,18.83,0,3,2
21.324,19.769,0,3,2
4.0236,4.6526,0,4,1
4.4465,5.0538,0,4,1
24.803,22.78,0,3,2
27.493,25.603,0,3,2
5.6917,5.1221,0,4,1
21.037,20.937,0,3,2
23.201,26.982,0,3,2
16.322,23.846,0,3,2
19.344,19.771,0,3,2
4.5385,5.4055,0,4,1
18.834,20.592,0,3,2
4.2928,4.4165,0,4,1
3.9441,4.575,0,4,1
23.794,19.339,0,3,2
17.301,21.862,0,3,2
4.8377,5.4386,0,4,1
6.1845,4.5119,0,4,1
21.381,19.565,0,3,2
18.444,24.844,0,3,2
4.4573,4.7526,0,4,1
23.364,18.885,0,3,2
5.2474,6.0896,0,4,1
21.196,19.324,0,3,2
4.1184,6.1034,0,4,1
20.828,20.571,0,3,2
5.0368,4.9361,0,4,1
21.532,24.176,0,3,2
5.0719,4.2399,0,4,1
4.2807,4.2771,0,4,1
4.507,5.7059,0,4,1
5.5049,5.7592,0,4,1
25.404,20.109,0,3,2
24.868,20.239,0,3,2
4.7809,5.0381,0,4,1
5.257,5.8518,0,4,1
21.608,19.619,0,3,2
16.058,22.205,0,3,2
5.9188,5.4826,0,4,1
6.7241,3.8838,0,3,1
23.778,18.142,0,3,2
4.1794,5.9418,0,4,1
23.627,19.423,0,3,2
25.759,21.984,0,3,2
22.672,23.047,0,3,2
22.06,19.942,0,3,2
5.1028,3.6778,0,4,1
3.7446,4.762,0,4,1
25.333,25.875,0,3,2
5.7566,3.7876,0,4,1
25.806,18.854,0,3,2
23.21,22.452,0,3,2
4.4685,6.3344,0,4,1
22.842,21.312,0,3,2
4.347,5.1096,0,4,1
25.772,22.845,0,3,2
20.441,23.738,0,3,2
4.7625,4.4516,0,4,1
27.545,18.383,0,3,2
5.7867,5.6191,0,4,1
22.36,22.658,0,3,2
4.7796,4.9488,0,4,1
23.026,20.79,0,3,2
24.931,24.852,0,3,2
4.0381,4.5517,0,4,1
4.7116,4.6947,0,4,1
19.691,22.012,0,3,2
20.828,17.948,0,3,2
16.965,21.713,0,3,2
3.4523,5.931,0,4,1
17.746,22.005,0,3,2
20.213,22.911,0,3,2
5.5342,5.3046,0,4,1
23.737,25.393,0,3,2
4.6967,5.6741,0,4,1
4.2591,6.2866,0,4,1
4.2658,3.4883,0,4,1
4.18,7.2428,0,3,1
4.6365,5.8348,0,4,1
6.0373,5.2572,0,4,1
23.226,19.085,0,3,2
14.745,25.69,0,2,2
4.9658,4.7091,0,4,1
21.262,22.134,0,3,2
5.1504,4.9161,0,4,1
25.183,20.423,0,3,2
5.4184,5.5911,0,4,1
22.549,21.901,0,3,2
3.7649,4.3356,0,4,1
4.1766,5.1538,0,4,1
5.8719,4.7656,0,4,1
23.135,23.563,0,3,2
3.5923,5.3633,0,4,1
4.9885,5.2442,0,4,1
22.696,20.013,0,3,2
4.9733,5.0488,0,4,1
20.809,19.373,0,3,2
24.115,24.918,0,3,2
27.315,22.415,0,3,2
4.6582,5.7962,0,4,1
21.683,23.893,0,3,2
25.309,25.128,0,3,2
24.966,24.808,0,3,2
23.352,25.08,0,3,2
5.398,4.8599,0,4,1
6.2371,6.1058,0,4,1
20.444,15.457,0,2,2
4.2586,4.5483,0,4,1
5.9021,4.7389,0,4,1
4.7389,5.0033,0,4,1
4.6785,5.0728,0,4,1
4.9136,5.1957,0,4,1
19.919,20.354,0,3,2
22.526,24.421,0,3,2
3.7434,4.3426,0,4,1
22.844,22.064,0,3,2
5.2281,6.6075,0,4,1
6.7052,4.3456,0,4,1
3.9288,5.4341,0,4,1
5.1071,5.7643,0,4,1
5.5007,3.6159,0,4,1
22.569,24.805,0,3,2
5.4096,4.3241,0,4,1
22.923,23.767,0,3,2
5.7154,5.4517,0,4,1
5.4865,4.9064,0,4,1
4.404,5.0816,0,4,1
5.6497,4.6621,0,4,1
22.669,22.061,0,3,2
16.241,23.741,0,3,2
22.785,20.216,0,3,2
21.237,23.174,0,3,2
18.992,24.943,0,3,2
5.6168,4.8525,0,4,1
16.758,22.109,0,3,2
5.4508,4.5622,0,4,1
5.1897,5.6492,0,4,1
21.738,21.11,0,3,2
16.941,23.088,0,3,2
21.225,28.032,0,3,2
5.6578,4.9243,0,4,1
5.787,5.0447,0,4,1
4.0544,5.2727,0,4,1
4.9927,5.5001,0,4,1
7.192,5.1082,0,3,1
26.547,16.131,0,2,2
25.31,23.627,0,3,2
4.9345,4.0198,0,4,1
5.0301,6.8162,0,4,1
19.453,20.461,0,3,2
16.408,23.62,0,3,2
20.116,19.032,0,3,2
22.753,22.636,0,3,2
4.4379,4.0824,0,4,1
29.267,23.203,0,2,2
4.276,5.5381,0,4,1
22.091,21.745,0,3,2
5.2693,4.8439,0,4,1
19.352,23.612,0,3,2
23.032,30.94,0,2,2
20.32,26.096,0,3,2
5.9039,5.7983,0,4,1
21.773,19.922,0,3,2
4.1265,3.697,0,4,1
23.451,18.94,0,3,2
4.2594,4.5711,0,4,1
5.6909,4.0708,0,4,1
4.8068,6.7281,0,4,1
23.48,19.014,0,3,2
4.3611,5.1282,0,4,1
19.221,21.388,0,3,2
5.293,4.2893,0,4,1
3.6288,4.3826,0,4,1
5.5025,4.8373,0,4,1
19.4,21.082,0,3,2
3.8324,5.647,0,4,1
24.046,21.451,0,3,2
19.278,23.247,0,3,2
4.928,4.3154,0,4,1
4.1252,4.733,0,4,1
4.9,4.5643,0,4,1
5.0325,5.7892,0,4,1
23.938,25.81,0,3,2
25.096,19.558,0,3,2
20.353,23.142,0,3,2
18.795,21.535,0,3,2
5.5135,3.1764,0,4,1
24.269,15.338,0,2,2
22.51,21.623,0,3,2
5.4722,4.8334,0,4,1
4.9319,5.4379,0,4,1
4.9782,6.3464,0,4,1
21.817,19.395,0,3,2
21.043,22.161,0,3,2
4.9826,3.8733,0,4,1
4.5619,5.0666,0,4,1
6.3075,5.4084,0,4,1
20.373,24.811,0,3,2
13.268,23.138,0,2,2
28.449,26.062,0,2,2
4.4643,4.9212,0,4,1
18.803,21.397,0,3,2
4.1148,4.0718,0,4,1
5.037,5.086,0,4,1
6.2263,5.463,0,4,1
4.9287,5.2093,0,4,1
25.416,25.055,0,3,2
22.327,26.128,0,3,2
24.226,18.024,0,3,2
5.3738,5.6998,0,4,1
5.9276,5.4186,0,4,1
21.701,19.762,0,3,2
5.0976,5.8163,0,4,1
6.6943,4.9626,0,4,1
23.588,24.85,0,3,2
5.587,4.2927,0,4,1
4.4007,5.415,0,4,1
3.2909,4.7514,0,4,1
27.319,16.485,0,2,2
5.1269,4.3553,0,4,1
4.7412,4.6359,0,4,1
4.4343,4.4455,0,4,1
23.245,19,0,3,2
25.324,24.451,0,3,2
4.7486,5.6259,0,4,1
25.886,23.925,0,3,2
3.9294,4.9683,0,4,1
24.439,19.109,0,3,2
22.465,22.323,0,3,2
26.17,18.726,0,3,2
5.7158,4.2228,0,4,1
5.3204,5.62,0,4,1
4.3738,4.6538,0,4,1
7.0467,5.2449,0,3,1
4.241,6.4506,0,4,1
5.5049,5.2615,0,4,1
4.7019,5.0562,0,4,1
4.5953,5.886,0,4,1
27.752,19.065,0,3,2
24.297,16.076,0,3,2
5.2238,5.5284,0,4,1
6.0248,6.6286,0,4,1
11.857,19.411,0,2,2
21.232,19.594,0,3,2
19.883,21.626,0,3,2
19.661,23.328,0,3,2
20.738,20.994,0,3,2
4.8997,3.7694,0,4,1
4.8992,4.6764,0,4,1
22.675,24.227,0,3,2
25.016,19.299,0,3,2
4.4536,5.9227,0,4,1
24.728,23.134,0,3,2
23.712,17.063,0,3,2
5.7949,4.8576,0,4,1
21.532,27.87,0,3,2
22.003,25.047,0,3,2
23.704,21.918,0,3,2
4.7365,3.9954,0,4,1
4.8791,4.2236,0,4,1
5.3272,5.0573,0,4,1
19.657,23.179,0,3,2
19.552,24.722,0,3,2
19.3,21.253,0,3,2
23.571,24.19,0,3,2
5.9553,6.3429,0,4,1
5.4441,4.557,0,4,1
6.3282,4.6162,0,4,1
3.6396,5.2354,0,4,1
6.8746,5.3618,0,4,1
25.083,22.366,0,3,2
4.6348,5.8904,0,4,1
25.254,25.731,0,3,2
22.582,19.054,0,3,2
4.2187,5.9805,0,4,1
5.4444,4.9419,0,4,1
4.9279,4.3057,0,4,1
29.101,22.304,0,2,2
29.81,29.325,0,2,2
4.3845,6.5571,0,4,1
25.72,20.495,0,3,2
25.289,20.413,0,3,2
25.51,22.405,0,3,2
4.894,4.5991,0,4,1
20.704,18.623,0,3,2
4.9948,4.5913,0,4,1
19.275,18.378,0,3,2
4.3213,4.0682,0,4,1
4.6779,6.3602,0,4,1
4.7067,4.9731,0,4,1
6.0455,6.4559,0,4,1
21.41,26.063,0,3,2
25.283,21.112,0,3,2
21.707,16.787,0,3,2
4.7895,3.9679,0,4,1
26.702,17.366,0,3,2
4.6859,3.6709,0,4,1
27.234,22.976,0,3,2
4.7779,5.1999,0,4,1
21.226,22.814,0,3,2
19.86,23.649,0,3,2
26.575,20.448,0,3,2
24.324,21.88,0,3,2
23.66,23.028,0,3,2
6.2445,4.8067,0,4,1
22.01,19.958,0,3,2
4.4013,4.405,0,4,1
18.841,20.115,0,3,2
23.464,21.473,0,3,2
5.269,4.6941,0,4,1
4.5191,2.3971,0,3,1
4.5879,4.5508,0,4,1
20.364,23.932,0,3,2
5.7096,5.7418,0,4,1
5.0591,4.1663,0,4,1
6.311,4.4069,0,4,1
6.6139,4.5308,0,4,1
5.4215,5.8099,0,4,1
4.6804,5.853,0,4,1
5.5913,6.3294,0,4,1
24.874,22.427,0,3,2
5.9519,5.5744,0,4,1
5.2142,4.1796,0,4,1
18.269,23.672,0,3,2
5.5765,5.3862,0,4,1
5.5058,4.1133,0,4,1
21.636,22.758,0,3,2
22.463,18.798,0,3,2
5.8158,5.9964,0,4,1
4.7233,4.9156,0,4,1
3.774,4.5956,0,4,1
5.4974,5.0878,0,4,1
18.628,19.981,0,3,2
17.15,23.104,0,3,2
27.344,21.566,0,3,2
3.7219,4.193,0,4,1
4.8139,5.5662,0,4,1
21.028,22.392,0,3,2
18.267,17.105,0,3,2
22.756,26.053,0,3,2
4.8675,6.9553,0,4,1
5.0639,4.955,0,4,1
27.856,20.901,0,3,2
6.1958,5.0183,0,4,1
22.186,18.188,0,3,2
24.913,19.739,0,3,2
5.1312,4.2456,0,4,1
17.857,23.24,0,3,2
4.3854,5.1096,0,4,1
6.2639,4.0892,0,4,1
26.743,24.665,0,3,2
19.896,21.291,0,3,2
5.4076,4.5614,0,4,1
6.1012,5.873,0,4,1
24.273,22.747,0,3,2
21.349,19.177,0,3,2
3.395,6.7455,0,3,1
3.1622,4.2568,0,4,1
19.696,18.525,0,3,2
23.652,18.529,0,3,2
22.231,22.193,0,3,2
4.5657,3.6805,0,4,1
23.964,24.861,0,3,2
5.587,4.2342,0,4,1
18.899,19.689,0,3,2
24.418,27.036,0,3,2
5.0725,4.8604,0,4,1
21.145,29.579,0,2,2
5.5325,4.1192,0,4,1
23.675,23.767,0,3,2
23.782,24.534,0,3,2
21.284,23.45,0,3,2
17.191,19.842,0,3,2
21.306,17.361,0,3,2
25.316,24.359,0,3,2
6.3364,5.5196,0,4,1
20.077,16.732,0,3,2
5.8599,4.1117,0,4,1
26.409,21.53,0,3,2
18.835,21.012,0,3,2
26.398,20.222,0,3,2
4.4292,5.3986,0,4,1
5.0109,6.0037,0,4,1
21.511,23.417,0,3,2
21.686,22.849,0,3,2
23.157,22.804,0,3,2
21.892,20.58,0,3,2
7.1031,5.546,0,3,1
5.1626,5.3468,0,4,1
14.96,26.821,0,2,2
24.848,25.636,0,3,2
21.796,22.358,0,3,2
4.2506,4.3694,0,4,1
23.378,19.148,0,3,2
4.8986,4.8921,0,4,1
4.5658,4.6273,0,4,1
3.976,3.55,0,4,1
17.841,30.574,0,2,2
24.169,25.483,0,3,2
4.8689,6.2178,0,4,1
5.7406,4.8486,0,4,1
5.2949,4.6985,0,4,1
5.296,4.301,0,4,1
5.9391,4.616,0,4,1
20.744,21.303,0,3,2
21.996,23.34,0,3,2
16.659,16.369,0,2,2
20.466,22.758,0,3,2
17.726,21.637,0,3,2
6.0921,4.4536,0,4,1
3.8764,4.1288,0,4,1
23.541,21.475,0,3,2
4.5448,5.4222,0,4,1
4.1406,5.6097,0,4,1
6.0677,5.2984,0,4,1
18.866,21.312,0,3,2
24.179,23.815,0,3,2
21.376,19.188,0,3,2
19.089,22.02,0,3,2
19.609,27.847,0,3,2
23.507,19.476,0,3,2
23.362,21.568,0,3,2
4.2003,5.2843,0,4,1
3.751,4.6881,0,4,1
25.956,23.185,0,3,2
3.8418,4.6104,0,4,1
5.8148,5.2347,0,4,1
18.767,25.9,0,3,2
4.8124,3.8338,0,4,1
5.5083,4.9159,0,4,1
24.473,21.338,0,3,2
23.412,25.613,0,3,2
26.699,20.158,0,3,2
20.645,25.234,0,3,2
17.927,19.702,0,3,2
24.5,19.195,0,3,2
19.348,22.635,0,3,2
19.826,26.829,0,3,2
25.989,20.458,0,3,2
4.4073,4.8168,0,4,1
22.593,24.437,0,3,2
4.906,4.7971,0,4,1
4.2116,2.6511,0,3,1
21.277,17.161,0,3,2
17.277,27.284,0,2,2
5.533,5.0911,0,4,1
25.195,21.917,0,3,2
4.9291,3.4539,0,4,1
22.236,20.953,0,3,2
4.9989,3.9564,0,4,1
23.612,25.03,0,3,2
23.349,25.929,0,3,2
22.142,22.151,0,3,2
21.466,22.937,0,3,2
5.3894,3.6228,0,4,1
4.6534,5.9711,0,4,1
5.6193,5.8435,0,4,1
3.8561,5.2205,0,4,1
4.17,4.3,0,4,1
22.155,23.356,0,3,2
4.1674,4.3962,0,4,1
4.327,4.1844,0,4,1
18.359,19.443,0,3,2
23.69,24.177,0,3,2
21.676,21.688,0,3,2
22.659,25.843,0,3,2
29.953,17.605,0,2,2
6.4664,4.5329,0,4,1
6.2867,5.4931,0,4,1
21.401,27.303,0,3,2
5.2963,5.4449,0,4,1
22.248,24.984,0,3,2
4.5464,4.4554,0,4,1
4.6479,5.9751,0,4,1
5.9819,5.477,0,4,1
19.617,24.729,0,3,2
4.3518,4.544,0,4,1
3.4822,5.3579,0,4,1
22.871,21.487,0,3,2
4.7207,4.9556,0,4,1
24.35,24.488,0,3,2
4.601,3.2465,0,4,1
4.6069,5.7835,0,4,1
18.438,24.68,0,3,2
3.7996,4.4007,0,4,1
3.1924,5.6666,0,4,1
4.6123,3.7824,0,4,1
6.0911,4.478,0,4,1
23.145,28.126,0,3,2
24.165,21.112,0,3,2
16.907,21.923,0,3,2
20.119,24.483,0,3,2
21.612,21.741,0,3,2
28.455,22.43,0,3,2
22.053,20.609,0,3,2
3.8766,6.4215,0,4,1
4.0617,5.5631,0,4,1
21.216,22.159,0,3,2
21.196,23.064,0,3,2
3.3655,4.2281,0,4,1
22.215,22.755,0,3,2
3.4532,6.3522,0,4,1
3.6732,5.7434,0,4,1
19.462,21.401,0,3,2
22.151,25.342,0,3,2
20.992,19.564,0,3,2
17.408,25.665,0,3,2
16.899,23.661,0,3,2
21.421,21.866,0,3,2
5.6236,5.9891,0,4,1
19.92,24.353,0,3,2
22.275,18.952,0,3,2
5.1916,4.9258,0,4,1
24.175,16.644,0,3,2
4.3317,6.1147,0,4,1
20.647,20.465,0,3,2
6.0385,7.9012,0,3,1
16.7,20.194,0,3,2
19.813,21.245,0,3,2
21.469,19.087,0,3,2
4.7016,4.7598,0,4,1
6.017,4.1214,0,4,1
21.719,21.184,0,3,2
4.6852,4.3448,0,4,1
23.954,28.485,0,2,2
6.0463,3.5151,0,4,1
22.427,26.483,0,3,2
24.531,22.996,0,3,2
23.14,16.76,0,3,2
6.0446,4.8796,0,4,1
6.479,4.9535,0,4,1
3.9895,5.6763,0,4,1
20.457,24.39,0,3,2
4.8597,5.4591,0,4,1
4.5256,5.4764,0,4,1
21.223,22.299,0,3,2
23.466,21.511,0,3,2
24.752,21.648,0,3,2
20.456,24.771,0,3,2
18.647,22.855,0,3,2
4.3372,4.621,0,4,1
23.57,22.137,0,3,2
5.3081,5.1192,0,4,1
24.943,24.356,0,3,2
3.3457,5.3432,0,4,1
5.6344,3.8136,0,4,1
4.8502,6.1883,0,4,1
4.7423,5.292,0,4,1
4.5065,4.8846,0,4,1
6.1207,4.8078,0,4,1
23.43,22.916,0,3,2
5.2161,7.2684,0,3,1
5.328,4.7083,0,4,1
19.995,20.961,0,3,2
5.5392,5.4925,0,4,1
6.3564,4.9962,0,4,1
3.5986,5.8866,0,4,1
6.4814,5.4876,0,4,1
21.757,22.569,0,3,2
4.9331,4.7762,0,4,1
6.2691,6.3348,0,4,1
3.8897,4.1814,0,4,1
5.2194,4.1517,0,4,1
5.7378,6.0468,0,4,1
5.2376,5.3579,0,4,1
21.993,16.119,0,3,2
4.9083,5.3617,0,4,1
27.132,24.407,0,3,2
5.3013,6.0254,0,4,1
4.4778,4.4482,0,4,1
20.593,22.541,0,3,2
23.462,18.124,0,3,2
4.1607,5.7041,0,4,1
22.722,26.259,0,3,2
18.771,17.091,0,3,2
22.195,21.234,0,3,2
4.7105,5.3844,0,4,1
31.448,23.117,0,2,2
22.197,26.005,0,3,2
25.701,23.898,0,3,2
5.4205,5.7917,0,4,1
13.116,20.075,0,2,2
6.5916,5.0615,0,4,1
21.578,24.478,0,3,2
5.6079,4.0849,0,4,1
25.967,20.379,0,3,2
17.228,26.391,0,3,2
5.0119,4.5062,0,4,1
4.6722,4.812,0,4,1
19.158,22.477,0,3,2
4.423,5.5256,0,4,1
5.4278,3.9989,0,4,1
16.261,16.395,0,2,2
5.7571,5.1948,0,4,1
28.256,20.258,0,3,2
5.4269,3.0664,0,4,1
4.2195,5.6661,0,4,1
24.993,22.571,0,3,2
3.8956,4.1249,0,4,1
4.6252,4.9323,0,4,1
3.553,4.9769,0,4,1
5.5859,5.6043,0,4,1
5.3404,4.4633,0,4,1
5.6984,6.0815,0,4,1
24.531,20.356,0,3,2
5.2058,4.3904,0,4,1
5.6831,5.2034,0,4,1
4.613,6.2898,0,4,1
4.802,4.4717,0,4,1
21.453,22.766,0,3,2
20.169,20.762,0,3,2
5.3234,4.9627,0,4,1
20.66,21.554,0,3,2
25.707,21.312,0,3,2
4.5087,4.9461,0,4,1
22.557,18.151,0,3,2
15.325,23.31,0,2,2
26.661,22.187,0,3,2
23.146,25.626,0,3,2
20.593,23.315,0,3,2
19.754,29.662,0,2,2
24.121,24.824,0,3,2
18.973,20.356,0,3,2
4.1514,5.7831,0,4,1
26.805,24.876,0,3,2
5.0178,4.8485,0,4,1
24.164,22.776,0,3,2
5.4956,4.4692,0,4,1
26.961,21.121,0,3,2
6.0512,5.4646,0,4,1
6.0507,4.8245,0,4,1
18.582,19.903,0,3,2
4.6408,5.223,0,4,1
6.1178,4.3736,0,4,1
24.791,20.597,0,3,2
18.595,22.106,0,3,2
3.8887,5.0729,0,4,1
18.652,27.185,0,3,2
22.682,21.887,0,3,2
20.378,23.148,0,3,2
19.754,17.158,0,3,2
22.4,27.984,0,3,2
19.367,20.38,0,3,2
5.7972,5.1611,0,4,1
22.741,22.18,0,3,2
5.7715,4.5942,0,4,1
17.515,24.92,0,3,2
7.4784,5.7608,0,3,1
3.7553,5.6231,0,4,1
20.179,26.224,0,3,2
4.7564,3.7575,0,4,1
4.9833,4.7749,0,4,1
24.508,23.438,0,3,2
25.837,21.063,0,3,2
24.912,22.806,0,3,2
25.659,22.83,0,3,2
22.454,22.292,0,3,2
22.216,18.595,0,3,2
21.274,21.871,0,3,2
17.604,17.238,0,3,2
4.4429,5.779,0,4,1
4.8541,5.1826,0,4,1
22.988,21.82,0,3,2
4.5849,5.3208,0,4,1
4.8329,4.7742,0,4,1
21.91,24.166,0,3,2
4.1739,4.8062,0,4,1
21.008,19.074,0,3,2
6.6692,4.2495,0,4,1
22.881,25.582,0,3,2
21.487,23.062,0,3,2
4.3403,5.907,0,4,1
22.791,26.947,0,3,2
5.6287,5.7337,0,4,1
3.9199,6.2271,0,4,1
5.8033,6.3586,0,4,1
5.1036,5.4832,0,4,1
23.687,15.851,0,3,2
19.489,24.918,0,3,2
22.817,21.043,0,3,2
4.8832,5.4993,0,4,1
5.2031,5.4388,0,4,1
4.7784,4.6001,0,4,1
25,2,1,1,0
24.458,17.585,0,3,2
6.1633,5.9512,0,4,1
19.972,22.509,0,3,2
4.5698,3.9978,0,4,1
6.5463,4.6028,0,4,1
5.7326,4.5077,0,4,1
18.797,19.992,0,3,2
26.378,23.399,0,3,2
18.524,23.466,0,3,2
4.3567,4.343,0,4,1
4.217,5.1792,0,4,1
18.669,19.819,0,3,2
4.9568,5.9433,0,4,1
4.5615,3.9731,0,4,1
26.337,21.882,0,3,2
3.8571,4.3202,0,4,1
25.297,23.41,0,3,2
5.5081,4.9193,0,4,1
23.619,20.898,0,3,2
5.2889,4.8401,0,4,1
21.282,27.437,0,3,2
18.859,22.966,0,3,2
23.025,22.603,0,3,2
27.019,20.09,0,3,2
20.143,17.115,0,3,2
20.97,20.443,0,3,2
4.4532,5.366,0,4,1
4.7577,4.4493,0,4,1
4.1164,5.2977,0,4,1
5.3344,4.4184,0,4,1
22.751,21.574,0,3,2
22.87,22.697,0,3,2
22.113,22.394,0,3,2
5.0099,4.689,0,4,1
29.047,17.221,0,2,2
4.4676,4.6091,0,4,1
6.8856,5.8701,0,3,1
23.967,21.276,0,3,2
4.106,4.1572,0,4,1
4.4511,4.9982,0,4,1
19.648,24.285,0,3,2
24.527,19.871,0,3,2
27.853,21.496,0,3,2
24.377,23.543,0,3,2
19.247,19.999,0,3,2
3.9159,6.0418,0,4,1
4.879,4.5903,0,4,1
4.749,2.9402,0,3,1
4.0965,4.5707,0,4,1
18.609,21.129,0,3,2
4.3672,6.797,0,4,1
5.1215,6.2252,0,4,1
22.162,20.205,0,3,2
20.58,21.032,0,3,2
24.821,21.785,0,3,2
4.8345,5.1273,0,4,1
5.2903,5.2824,0,4,1
5.7985,5.8271,0,4,1
5.8138,5.9073,0,4,1
19.962,21.001,0,3,2
24.108,22.02,0,3,2
22.295,21.53,0,3,2
3.9654,5.7045,0,4,1
6.1266,6.9409,0,3,1
5.3145,6.4365,0,4,1
5.7101,6.5139,0,4,1
20.347,20.895,0,3,2
6.1346,5.4266,0,4,1
18.641,22.352,0,3,2
4.5883,3.9882,0,4,1
21.815,18.203,0,3,2
21.237,24.112,0,3,2
10.46,22.133,0,2,2
20.834,25.442,0,3,2
23.766,23.442,0,3,2
4.2571,4.2606,0,4,1
23.629,24.355,0,3,2
4.1535,4.0851,0,4,1
3.4843,5.9263,0,4,1
5.1682,6.1567,0,4,1
21.46,26.062,0,3,2
19.888,21.012,0,3,2
5.5946,5.3006,0,4,1
20.981,21.54,0,3,2
19.656,23.465,0,3,2
17.046,17,0,2,2
21.416,22.964,0,3,2
22.388,18.601,0,3,2
5.5126,6.3182,0,4,1
18.053,21.682,0,3,2
22.536,20.488,0,3,2
22.443,22.825,0,3,2
20.817,19.27,0,3,2
21.918,18.494,0,3,2
5.4056,4.6305,0,4,1
4.5796,3.6698,0,4,1
4.9974,5.6692,0,4,1
21.623,20.193,0,3,2
2.5796,6.0013,0,3,1
20.425,21.53,0,3,2
21.441,27.283,0,3,2
5.6966,5.7475,0,4,1
6.6197,4.5822,0,4,1
24.691,21.287,0,3,2
27.88,24.228,0,3,2
5.076,5.7701,0,4,1
5.9317,5.3838,0,4,1
5.8144,5.8254,0,4,1
5.0072,3.8893,0,4,1
23.537,17.007,0,3,2
7.1329,6.3591,0,3,1
22.584,23.752,0,3,2
4.7149,5.3854,0,4,1
14.837,25.977,0,2,2
26.896,22.369,0,3,2
18.799,21.268,0,3,2
5.7615,5.6793,0,4,1
4.0689,4.5751,0,4,1
4.079,5.8931,0,4,1
3.7301,6.8626,0,3,1
25.574,19.734,0,3,2
20.977,23.392,0,3,2
27.238,23.58,0,3,2
17.271,20.884,0,3,2
17.386,21.326,0,3,2
5.0137,5.9381,0,4,1
4.1362,4.9874,0,4,1
4.5213,4.136,0,4,1
5.1393,4.5016,0,4,1
22.964,28.282,0,3,2
3.4243,4.9537,0,4,1
23.708,19.752,0,3,2
22.212,20.225,0,3,2
4.7408,4.7281,0,4,1
22.539,22.287,0,3,2
22.6,21.6,0,3,2
5.2036,4.6327,0,4,1
17.564,23.56,0,3,2
22.577,26.059,0,3,2
20.097,20.207,0,3,2
4.2677,4.5744,0,4,1
5.3024,4.9239,0,4,1
4.3611,3.0177,0,3,1
5.1057,5.4668,0,4,1
4.8082,4.277,0,4,1
6.1289,5.571,0,4,1
23.771,21.935,0,3,2
20.768,24.029,0,3,2
5.6935,4.3222,0,4,1
22.277,19.861,0,3,2
15.91,26.51,0,2,2
21.592,18.475,0,3,2
34,8,1,1,0
4.7354,5.9356,0,4,1
17.01,20.329,0,3,2
4.988,6.1625,0,4,1
5.005,5.5403,0,4,1
4.3095,5.4327,0,4,1
4.3754,5.7309,0,4,1
4.9046,4.3643,0,4,1
3.9735,5.0722,0,4,1
24.47,22.052,0,3,2
18.812,19.483,0,3,2
6.5037,3.8877,0,4,1
3.8927,4.9074,0,4,1
5.5785,5.5409,0,4,1
17.631,18.999,0,3,2
4.4089,4.9404,0,4,1
4.9589,5.0425,0,4,1
5.3277,4.5896,0,4,1
24.885,19.593,0,3,2
16.655,23.206,0,3,2
5.0223,3.1712,0,4,1
4.9984,3.9557,0,4,1
17.926,22.643,0,3,2
21.03,21.495,0,3,2
4.5776,5.3669,0,4,1
20.385,23.38,0,3,2
